Query.ID Iteration Dok.Nummer Rang Score System
245 Q0 7741 155 0.816 AK
245 Q0 23014 156 0.816 AK
245 Q0 16669 157 0.816 AK
245 Q0 33744 158 0.816 AK
245 Q0 7312 159 0.816 AK
245 Q0 16358 160 0.816 AK
245 Q0 23576 161 0.816 AK
245 Q0 31855 162 0.816 AK
245 Q0 9263 163 0.816 AK
245 Q0 571 164 0.815 AK
245 Q0 37528 165 0.815 AK
245 Q0 33332 166 0.815 AK
245 Q0 37088 167 0.815 AK
245 Q0 10660 168 0.815 AK
245 Q0 15094 169 0.815 AK
245 Q0 7949 170 0.815 AK
245 Q0 11160 171 0.815 AK
245 Q0 20055 172 0.815 AK
245 Q0 23297 173 0.815 AK
245 Q0 394 174 0.815 AK
245 Q0 20719 175 0.815 AK
245 Q0 37659 176 0.815 AK
245 Q0 38137 177 0.815 AK
245 Q0 39382 178 0.815 AK
245 Q0 19082 179 0.814 AK
245 Q0 28255 180 0.814 AK
245 Q0 6426 181 0.814 AK
245 Q0 26700 182 0.814 AK
245 Q0 13055 183 0.814 AK
245 Q0 21003 184 0.814 AK
245 Q0 33002 185 0.814 AK
245 Q0 19596 186 0.814 AK
245 Q0 22687 187 0.814 AK
245 Q0 32632 188 0.814 AK
245 Q0 18707 189 0.814 AK
245 Q0 14993 190 0.814 AK
245 Q0 6009 191 0.814 AK
245 Q0 27350 192 0.814 AK
245 Q0 36062 193 0.813 AK
245 Q0 4670 194 0.813 AK
245 Q0 27948 195 0.813 AK
245 Q0 24100 196 0.813 AK
245 Q0 26704 197 0.813 AK
245 Q0 27870 198 0.812 AK
245 Q0 13777 199 0.812 AK
245 Q0 12270 200 0.812 AK
245 Q0 31411 201 0.812 AK
245 Q0 22715 202 0.812 AK
245 Q0 28124 203 0.812 AK
245 Q0 18954 204 0.812 AK
245 Q0 20521 205 0.812 AK
245 Q0 29214 206 0.812 AK
245 Q0 3777 207 0.812 AK
245 Q0 23813 208 0.812 AK
245 Q0 9214 209 0.812 AK
245 Q0 30447 210 0.811 AK
245 Q0 16510 211 0.811 AK
245 Q0 3735 212 0.811 AK
245 Q0 17835 213 0.811 AK
245 Q0 33921 214 0.811 AK
245 Q0 5684 215 0.811 AK
245 Q0 2022 216 0.811 AK
245 Q0 22274 217 0.811 AK
245 Q0 38141 218 0.811 AK
245 Q0 20186 219 0.811 AK
245 Q0 22683 220 0.811 AK
245 Q0 11722 221 0.810 AK
245 Q0 21091 222 0.810 AK
245 Q0 15704 223 0.810 AK
245 Q0 30450 224 0.810 AK
245 Q0 31512 225 0.810 AK
245 Q0 214 226 0.810 AK
245 Q0 39662 227 0.810 AK
245 Q0 16811 228 0.810 AK
245 Q0 33659 229 0.810 AK
245 Q0 7014 230 0.810 AK
245 Q0 16697 231 0.810 AK
245 Q0 12950 232 0.810 AK
245 Q0 13786 233 0.810 AK
245 Q0 33406 234 0.810 AK
245 Q0 13226 235 0.810 AK
245 Q0 39921 236 0.810 AK
245 Q0 37418 237 0.810 AK
245 Q0 32056 238 0.809 AK
245 Q0 3356 239 0.809 AK
245 Q0 3733 240 0.809 AK
245 Q0 39191 241 0.809 AK
245 Q0 26711 242 0.809 AK
245 Q0 18141 243 0.809 AK
245 Q0 8955 244 0.809 AK
245 Q0 10958 245 0.809 AK
245 Q0 2447 246 0.809 AK
245 Q0 17958 247 0.809 AK
245 Q0 8083 248 0.809 AK
245 Q0 13032 249 0.809 AK
245 Q0 29455 250 0.809 AK
245 Q0 36237 251 0.809 AK
245 Q0 19591 252 0.809 AK
245 Q0 6386 253 0.809 AK
245 Q0 27320 254 0.808 AK
245 Q0 30058 255 0.808 AK
245 Q0 19916 256 0.808 AK
245 Q0 38421 257 0.808 AK
245 Q0 17817 258 0.808 AK
245 Q0 5380 259 0.808 AK
245 Q0 22578 260 0.808 AK
245 Q0 17634 261 0.808 AK
245 Q0 31020 262 0.808 AK
245 Q0 19146 263 0.808 AK
245 Q0 30288 264 0.808 AK
245 Q0 22318 265 0.808 AK
245 Q0 33246 266 0.808 AK
245 Q0 453 267 0.808 AK
245 Q0 26677 268 0.808 AK
245 Q0 1083 269 0.808 AK
245 Q0 31358 270 0.807 AK
245 Q0 1525 271 0.807 AK
245 Q0 33395 272 0.807 AK
245 Q0 26083 273 0.807 AK
245 Q0 39849 274 0.807 AK
245 Q0 1277 275 0.807 AK
245 Q0 11229 276 0.807 AK
245 Q0 36706 277 0.807 AK
245 Q0 2801 278 0.807 AK
245 Q0 24924 279 0.807 AK
245 Q0 24809 280 0.807 AK
245 Q0 38194 281 0.807 AK
245 Q0 33571 282 0.807 AK
245 Q0 7222 283 0.807 AK
245 Q0 10938 284 0.807 AK
245 Q0 34258 285 0.807 AK
245 Q0 15887 286 0.807 AK
245 Q0 18826 287 0.807 AK
245 Q0 7451 288 0.807 AK
245 Q0 197 289 0.806 AK
245 Q0 18712 290 0.806 AK
245 Q0 21471 291 0.806 AK
245 Q0 1650 292 0.806 AK
245 Q0 22853 293 0.806 AK
245 Q0 11253 294 0.806 AK
245 Q0 25087 295 0.806 AK
245 Q0 39945 296 0.806 AK
245 Q0 9090 296 0.806 AK
245 Q0 15274 298 0.806 AK
245 Q0 20225 299 0.806 AK
245 Q0 37484 300 0.806 AK
245 Q0 27943 301 0.806 AK
245 Q0 28898 302 0.806 AK
245 Q0 22323 303 0.806 AK
245 Q0 15117 304 0.806 AK
245 Q0 23641 305 0.806 AK
245 Q0 7825 306 0.806 AK
245 Q0 20408 307 0.805 AK
245 Q0 36436 308 0.805 AK
245 Q0 21195 309 0.805 AK
245 Q0 37224 310 0.805 AK
245 Q0 38739 311 0.805 AK
245 Q0 32917 312 0.805 AK
245 Q0 34563 313 0.805 AK
245 Q0 26408 314 0.805 AK
245 Q0 3889 315 0.805 AK
245 Q0 30646 316 0.805 AK
245 Q0 32890 317 0.805 AK
245 Q0 7266 318 0.805 AK
245 Q0 10472 319 0.805 AK
245 Q0 37237 320 0.805 AK
245 Q0 36774 321 0.805 AK
245 Q0 4994 322 0.805 AK
245 Q0 5813 323 0.805 AK
245 Q0 34185 324 0.805 AK
245 Q0 24534 325 0.805 AK
245 Q0 16255 326 0.805 AK
245 Q0 2392 327 0.805 AK
245 Q0 12479 328 0.804 AK
245 Q0 30016 329 0.804 AK
245 Q0 14442 330 0.804 AK
245 Q0 6547 331 0.804 AK
245 Q0 9534 332 0.804 AK
245 Q0 22918 333 0.804 AK
245 Q0 36535 334 0.804 AK
245 Q0 6215 335 0.804 AK
245 Q0 34202 336 0.804 AK
245 Q0 8857 337 0.804 AK
245 Q0 27822 338 0.804 AK
245 Q0 6089 339 0.804 AK
245 Q0 11433 340 0.804 AK
245 Q0 7821 341 0.804 AK
245 Q0 1422 342 0.804 AK
245 Q0 20098 343 0.804 AK
245 Q0 20431 344 0.804 AK
245 Q0 20587 345 0.804 AK
245 Q0 7535 346 0.804 AK
245 Q0 12542 347 0.804 AK
245 Q0 15084 348 0.804 AK
245 Q0 12790 349 0.804 AK
245 Q0 11443 350 0.803 AK
245 Q0 6243 351 0.803 AK
245 Q0 28835 352 0.803 AK
245 Q0 29436 353 0.803 AK
245 Q0 25344 354 0.803 AK
245 Q0 28164 355 0.803 AK
245 Q0 11878 356 0.803 AK
245 Q0 6706 357 0.803 AK
245 Q0 33207 358 0.803 AK
245 Q0 622 359 0.803 AK
245 Q0 25568 360 0.803 AK
245 Q0 19237 361 0.803 AK
245 Q0 12990 362 0.803 AK
245 Q0 6246 363 0.803 AK
245 Q0 22856 364 0.803 AK
245 Q0 4910 365 0.803 AK
245 Q0 22412 366 0.802 AK
245 Q0 421 367 0.802 AK
245 Q0 25472 368 0.802 AK
245 Q0 21938 369 0.802 AK
245 Q0 29413 370 0.802 AK
245 Q0 14299 371 0.802 AK
245 Q0 39964 372 0.802 AK
245 Q0 4806 373 0.802 AK
245 Q0 158 374 0.802 AK
245 Q0 23440 375 0.802 AK
245 Q0 26225 376 0.802 AK
245 Q0 5060 377 0.802 AK
245 Q0 7334 378 0.802 AK
245 Q0 39345 379 0.802 AK
245 Q0 18522 380 0.802 AK
245 Q0 12051 381 0.802 AK
245 Q0 1738 382 0.802 AK
245 Q0 38478 383 0.802 AK
245 Q0 9043 384 0.802 AK
245 Q0 22370 385 0.802 AK
245 Q0 22042 386 0.802 AK
245 Q0 17191 387 0.802 AK
245 Q0 16504 388 0.802 AK
245 Q0 1017 389 0.801 AK
245 Q0 29340 390 0.801 AK
245 Q0 6464 391 0.801 AK
245 Q0 5732 392 0.801 AK
245 Q0 33978 393 0.801 AK
245 Q0 34052 393 0.801 AK
245 Q0 38845 395 0.801 AK
245 Q0 18043 396 0.801 AK
245 Q0 18159 397 0.801 AK
245 Q0 11771 398 0.801 AK
245 Q0 34250 399 0.801 AK
245 Q0 25407 400 0.801 AK
245 Q0 5565 401 0.801 AK
245 Q0 25766 401 0.801 AK
245 Q0 13073 403 0.801 AK
245 Q0 20784 404 0.801 AK
245 Q0 34084 405 0.801 AK
245 Q0 8526 406 0.801 AK
245 Q0 28620 407 0.801 AK
245 Q0 2298 408 0.801 AK
245 Q0 3683 409 0.801 AK
245 Q0 618 410 0.801 AK
245 Q0 9509 411 0.801 AK
245 Q0 29220 412 0.801 AK
245 Q0 27854 413 0.801 AK
245 Q0 1228 414 0.800 AK
245 Q0 13925 415 0.800 AK
245 Q0 24482 416 0.800 AK
245 Q0 10459 417 0.800 AK
245 Q0 14233 418 0.800 AK
245 Q0 16487 419 0.800 AK
245 Q0 27761 420 0.800 AK
245 Q0 11086 421 0.800 AK
245 Q0 14639 422 0.800 AK
245 Q0 25122 423 0.800 AK
245 Q0 20789 424 0.800 AK
245 Q0 19133 425 0.800 AK
245 Q0 38386 426 0.800 AK
245 Q0 36164 427 0.800 AK
245 Q0 530 428 0.800 AK
245 Q0 37543 429 0.800 AK
245 Q0 3655 430 0.799 AK
245 Q0 10041 431 0.799 AK
245 Q0 31597 432 0.799 AK
245 Q0 10770 433 0.799 AK
245 Q0 39028 434 0.799 AK
245 Q0 6646 435 0.799 AK
245 Q0 35069 436 0.799 AK
245 Q0 17254 437 0.799 AK
245 Q0 1079 438 0.799 AK
245 Q0 25822 439 0.799 AK
245 Q0 14268 440 0.799 AK
245 Q0 2236 441 0.799 AK
245 Q0 36468 442 0.799 AK
245 Q0 25381 443 0.799 AK
245 Q0 8059 444 0.799 AK
245 Q0 24531 445 0.799 AK
245 Q0 24812 446 0.799 AK
245 Q0 25142 447 0.799 AK
245 Q0 7291 448 0.799 AK
245 Q0 39995 449 0.799 AK
245 Q0 5263 450 0.799 AK
245 Q0 28605 451 0.799 AK
245 Q0 5420 452 0.799 AK
245 Q0 25802 453 0.799 AK
245 Q0 20012 454 0.799 AK
245 Q0 18665 455 0.799 AK
245 Q0 6736 456 0.799 AK
245 Q0 5157 457 0.798 AK
245 Q0 4170 458 0.798 AK
245 Q0 36719 459 0.798 AK
245 Q0 21075 460 0.798 AK
245 Q0 14192 461 0.798 AK
245 Q0 34483 462 0.798 AK
245 Q0 15471 463 0.798 AK
245 Q0 31956 464 0.798 AK
245 Q0 26766 465 0.798 AK
245 Q0 27377 466 0.798 AK
245 Q0 21305 467 0.798 AK
245 Q0 25649 468 0.798 AK
245 Q0 21954 469 0.798 AK
245 Q0 27473 470 0.798 AK
245 Q0 37662 471 0.798 AK
245 Q0 28623 472 0.798 AK
245 Q0 38869 473 0.798 AK
245 Q0 14448 474 0.798 AK
245 Q0 21015 475 0.798 AK
245 Q0 19792 476 0.798 AK
245 Q0 17680 477 0.798 AK
245 Q0 7902 478 0.798 AK
245 Q0 13576 479 0.798 AK
245 Q0 12453 480 0.798 AK
245 Q0 33286 481 0.798 AK
245 Q0 17853 482 0.797 AK
245 Q0 15076 483 0.797 AK
245 Q0 14477 484 0.797 AK
245 Q0 37292 485 0.797 AK
245 Q0 17237 486 0.797 AK
245 Q0 23240 487 0.797 AK
245 Q0 5607 488 0.797 AK
245 Q0 33588 489 0.797 AK
245 Q0 7837 490 0.797 AK
245 Q0 142 491 0.797 AK
245 Q0 19288 492 0.797 AK
245 Q0 27590 493 0.797 AK
245 Q0 35288 494 0.797 AK
245 Q0 18502 495 0.797 AK
245 Q0 19408 496 0.797 AK
245 Q0 12246 497 0.797 AK
245 Q0 11559 498 0.797 AK
245 Q0 24240 499 0.797 AK
245 Q0 12566 500 0.797 AK
245 Q0 5962 501 0.797 AK
245 Q0 27499 502 0.797 AK
245 Q0 4371 503 0.797 AK
245 Q0 19903 504 0.797 AK
245 Q0 20236 505 0.796 AK
245 Q0 1074 506 0.796 AK
245 Q0 31573 507 0.796 AK
245 Q0 39027 508 0.796 AK
245 Q0 27383 509 0.796 AK
245 Q0 37086 510 0.796 AK
245 Q0 15635 511 0.796 AK
245 Q0 9932 512 0.796 AK
245 Q0 26149 513 0.796 AK
245 Q0 33993 514 0.796 AK
245 Q0 32791 515 0.796 AK
245 Q0 34835 516 0.796 AK
245 Q0 6592 517 0.796 AK
245 Q0 11787 518 0.796 AK
245 Q0 38383 519 0.796 AK
245 Q0 10776 520 0.796 AK
245 Q0 4451 521 0.796 AK
245 Q0 31727 522 0.796 AK
245 Q0 12413 523 0.796 AK
245 Q0 32183 524 0.796 AK
245 Q0 24572 525 0.796 AK
245 Q0 37907 526 0.796 AK
245 Q0 2588 527 0.796 AK
245 Q0 31996 528 0.796 AK
245 Q0 8623 529 0.796 AK
245 Q0 7168 530 0.796 AK
245 Q0 17298 531 0.796 AK
245 Q0 23767 532 0.795 AK
245 Q0 11680 533 0.795 AK
245 Q0 151 534 0.795 AK
245 Q0 38464 535 0.795 AK
245 Q0 6470 536 0.795 AK
245 Q0 31304 537 0.795 AK
245 Q0 33310 538 0.795 AK
245 Q0 34352 539 0.795 AK
245 Q0 19863 540 0.795 AK
245 Q0 12170 541 0.795 AK
245 Q0 25195 542 0.795 AK
245 Q0 37288 543 0.795 AK
245 Q0 33764 544 0.795 AK
245 Q0 34372 545 0.795 AK
245 Q0 24015 546 0.795 AK
245 Q0 39131 547 0.795 AK
245 Q0 4740 548 0.795 AK
245 Q0 11542 549 0.795 AK
245 Q0 30601 550 0.795 AK
245 Q0 22009 551 0.795 AK
245 Q0 9158 552 0.794 AK
245 Q0 33300 553 0.794 AK
245 Q0 10909 554 0.794 AK
245 Q0 10731 555 0.794 AK
245 Q0 37613 556 0.794 AK
245 Q0 26109 557 0.794 AK
245 Q0 14562 558 0.794 AK
245 Q0 25625 559 0.794 AK
245 Q0 3714 560 0.794 AK
245 Q0 4824 561 0.794 AK
245 Q0 950 562 0.794 AK
245 Q0 8346 563 0.794 AK
245 Q0 31619 564 0.794 AK
245 Q0 32247 565 0.794 AK
245 Q0 22963 566 0.794 AK
245 Q0 14287 567 0.794 AK
245 Q0 18490 568 0.794 AK
245 Q0 20827 569 0.794 AK
245 Q0 25911 570 0.794 AK
245 Q0 804 571 0.794 AK
245 Q0 3745 572 0.794 AK
245 Q0 24849 573 0.794 AK
245 Q0 10751 574 0.794 AK
245 Q0 3565 575 0.794 AK
245 Q0 3617 576 0.794 AK
245 Q0 8611 577 0.794 AK
245 Q0 25426 578 0.794 AK
245 Q0 22057 579 0.794 AK
245 Q0 32623 580 0.794 AK
245 Q0 11757 581 0.794 AK
245 Q0 10099 582 0.793 AK
245 Q0 12853 583 0.793 AK
245 Q0 16451 584 0.793 AK
245 Q0 4176 585 0.793 AK
245 Q0 34842 586 0.793 AK
245 Q0 25929 587 0.793 AK
245 Q0 39486 588 0.793 AK
245 Q0 10351 589 0.793 AK
245 Q0 24554 590 0.793 AK
245 Q0 22554 591 0.793 AK
245 Q0 9328 592 0.793 AK
245 Q0 20051 593 0.793 AK
245 Q0 19246 594 0.793 AK
245 Q0 34872 595 0.793 AK
245 Q0 13421 596 0.793 AK
245 Q0 35478 597 0.793 AK
245 Q0 24847 598 0.793 AK
245 Q0 6436 599 0.793 AK
245 Q0 39378 600 0.793 AK
245 Q0 11933 601 0.793 AK
245 Q0 32527 602 0.793 AK
245 Q0 38775 603 0.793 AK
245 Q0 8991 604 0.793 AK
245 Q0 28691 605 0.793 AK
245 Q0 11852 606 0.793 AK
245 Q0 20643 607 0.792 AK
245 Q0 18552 608 0.792 AK
245 Q0 21492 609 0.792 AK
245 Q0 1912 610 0.792 AK
245 Q0 37617 611 0.792 AK
245 Q0 6669 612 0.792 AK
245 Q0 36968 613 0.792 AK
245 Q0 33591 614 0.792 AK
245 Q0 7004 615 0.792 AK
245 Q0 28093 616 0.792 AK
245 Q0 32449 617 0.792 AK
245 Q0 4414 618 0.792 AK
245 Q0 36396 619 0.792 AK
245 Q0 996 620 0.792 AK
245 Q0 24842 621 0.792 AK
245 Q0 9032 622 0.792 AK
245 Q0 30563 623 0.792 AK
245 Q0 3209 624 0.792 AK
245 Q0 7236 625 0.792 AK
245 Q0 24673 626 0.792 AK
245 Q0 27328 627 0.792 AK
245 Q0 27000 628 0.792 AK
245 Q0 3460 629 0.792 AK
245 Q0 19480 630 0.792 AK
245 Q0 7698 631 0.792 AK
245 Q0 33769 632 0.792 AK
245 Q0 11521 633 0.792 AK
245 Q0 39694 634 0.792 AK
245 Q0 1323 635 0.792 AK
245 Q0 12924 636 0.791 AK
245 Q0 36292 637 0.791 AK
245 Q0 38364 638 0.791 AK
245 Q0 29574 639 0.791 AK
245 Q0 34913 640 0.791 AK
245 Q0 17471 641 0.791 AK
245 Q0 17510 642 0.791 AK
245 Q0 14023 643 0.791 AK
245 Q0 22152 644 0.791 AK
245 Q0 24753 645 0.791 AK
245 Q0 33201 646 0.791 AK
245 Q0 39997 647 0.791 AK
245 Q0 28200 648 0.791 AK
245 Q0 33511 649 0.791 AK
245 Q0 8653 650 0.791 AK
245 Q0 17271 651 0.791 AK
245 Q0 19057 652 0.791 AK
245 Q0 30128 653 0.791 AK
245 Q0 31617 654 0.791 AK
245 Q0 8431 655 0.791 AK
245 Q0 12926 656 0.791 AK
245 Q0 3306 657 0.791 AK
245 Q0 17867 658 0.791 AK
245 Q0 25244 659 0.791 AK
245 Q0 30731 660 0.791 AK
245 Q0 24461 661 0.791 AK
245 Q0 26770 662 0.791 AK
245 Q0 2336 663 0.791 AK
245 Q0 920 664 0.791 AK
245 Q0 20972 665 0.790 AK
245 Q0 33216 666 0.790 AK
245 Q0 18143 667 0.790 AK
245 Q0 16098 668 0.790 AK
245 Q0 24899 669 0.790 AK
245 Q0 13634 670 0.790 AK
245 Q0 103 671 0.790 AK
245 Q0 30540 672 0.790 AK
245 Q0 28473 673 0.790 AK
245 Q0 24142 674 0.790 AK
245 Q0 37208 675 0.790 AK
245 Q0 53 676 0.790 AK
245 Q0 15855 677 0.790 AK
245 Q0 32053 678 0.790 AK
245 Q0 30438 679 0.790 AK
245 Q0 12858 680 0.790 AK
245 Q0 11002 681 0.790 AK
245 Q0 35905 682 0.790 AK
245 Q0 26439 683 0.790 AK
245 Q0 8188 684 0.790 AK
245 Q0 1357 685 0.790 AK
245 Q0 15633 686 0.790 AK
245 Q0 35534 687 0.790 AK
245 Q0 1549 688 0.790 AK
245 Q0 17576 689 0.790 AK
245 Q0 18660 690 0.790 AK
245 Q0 32532 691 0.790 AK
245 Q0 15953 692 0.789 AK
245 Q0 16893 693 0.789 AK
245 Q0 4338 694 0.789 AK
245 Q0 1845 695 0.789 AK
245 Q0 11166 696 0.789 AK
245 Q0 32992 697 0.789 AK
245 Q0 16777 698 0.789 AK
245 Q0 1414 699 0.789 AK
245 Q0 23961 700 0.789 AK
245 Q0 24537 701 0.789 AK
245 Q0 2703 702 0.789 AK
245 Q0 278 703 0.789 AK
245 Q0 27812 704 0.789 AK
245 Q0 39424 705 0.789 AK
245 Q0 18473 706 0.789 AK
245 Q0 29700 707 0.789 AK
245 Q0 25304 708 0.789 AK
245 Q0 1763 709 0.789 AK
245 Q0 23487 710 0.789 AK
245 Q0 152 711 0.789 AK
245 Q0 7606 712 0.789 AK
245 Q0 4075 713 0.789 AK
245 Q0 35211 714 0.789 AK
245 Q0 4427 715 0.789 AK
245 Q0 31030 716 0.789 AK
245 Q0 9126 717 0.789 AK
245 Q0 35817 718 0.789 AK
245 Q0 8780 719 0.789 AK
245 Q0 18251 720 0.789 AK
245 Q0 18698 721 0.789 AK
245 Q0 8633 722 0.789 AK
245 Q0 7452 723 0.789 AK
245 Q0 16912 724 0.789 AK
245 Q0 18200 725 0.789 AK
245 Q0 32892 726 0.789 AK
245 Q0 2415 727 0.789 AK
245 Q0 15309 728 0.789 AK
245 Q0 30321 729 0.789 AK
245 Q0 39790 730 0.789 AK
245 Q0 38430 731 0.789 AK
245 Q0 16103 732 0.789 AK
245 Q0 37313 733 0.788 AK
245 Q0 18128 734 0.788 AK
245 Q0 8926 735 0.788 AK
245 Q0 13673 736 0.788 AK
245 Q0 10888 737 0.788 AK
245 Q0 21967 738 0.788 AK
245 Q0 4181 739 0.788 AK
245 Q0 17479 740 0.788 AK
245 Q0 18879 741 0.788 AK
245 Q0 34462 742 0.788 AK
245 Q0 355 743 0.788 AK
245 Q0 397 744 0.788 AK
245 Q0 6132 745 0.788 AK
245 Q0 30907 746 0.788 AK
245 Q0 22887 747 0.788 AK
245 Q0 2936 748 0.788 AK
245 Q0 35819 749 0.788 AK
245 Q0 15970 750 0.788 AK
245 Q0 11833 751 0.788 AK
245 Q0 10057 752 0.788 AK
245 Q0 11303 753 0.788 AK
245 Q0 1886 754 0.788 AK
245 Q0 2127 755 0.788 AK
245 Q0 32076 756 0.788 AK
245 Q0 14053 757 0.788 AK
245 Q0 38494 758 0.788 AK
245 Q0 31070 759 0.788 AK
245 Q0 35674 760 0.788 AK
245 Q0 1088 761 0.788 AK
245 Q0 31391 762 0.788 AK
245 Q0 6817 763 0.787 AK
245 Q0 22859 764 0.787 AK
245 Q0 10012 765 0.787 AK
245 Q0 30278 766 0.787 AK
245 Q0 34735 767 0.787 AK
245 Q0 27548 768 0.787 AK
245 Q0 4973 769 0.787 AK
245 Q0 37559 770 0.787 AK
245 Q0 36495 771 0.787 AK
245 Q0 2613 772 0.787 AK
245 Q0 19333 773 0.787 AK
245 Q0 1356 774 0.787 AK
245 Q0 30814 775 0.787 AK
